Name,Label
S1501_C03_041E,Estimate Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Asian alone High school graduate or higher
S1501_C03_042E,Estimate Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Asian alone Bachelor's degree or higher
S1501_C03_043E,Estimate Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Native Hawaiian and Other Pacific Islander alone
S1501_C03_044E,Estimate Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Native Hawaiian and Other Pacific Islander alone High school graduate or higher
S1501_C03_045E,Estimate Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Native Hawaiian and Other Pacific Islander alone Bachelor's degree or higher
S1501_C03_046E,Estimate Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Some other race alone
S1501_C03_047E,Estimate Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Some other race alone High school graduate or higher
S1501_C03_048E,Estimate Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Some other race alone Bachelor's degree or higher
S1501_C03_049E,Estimate Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Two or more races
S1501_C03_050E,Estimate Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Two or more races High school graduate or higher
S1501_C03_051E,Estimate Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Two or more races Bachelor's degree or higher
S1501_C03_052E,Estimate Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Hispanic or Latino Origin
S1501_C03_053E,Estimate Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Hispanic or Latino Origin High school graduate or higher
S1501_C03_054E,Estimate Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Hispanic or Latino Origin Bachelor's degree or higher
S1501_C03_055E,Estimate Male POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL Less than high school graduate
S1501_C03_056E,Estimate Male POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL High school graduate (includes equivalency)
S1501_C03_057E,Estimate Male POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL Some college or associate's degree
S1501_C03_058E,Estimate Male POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL Bachelor's degree or higher
S1501_C03_059E,Estimate Male MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings
S1501_C03_060E,Estimate Male MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings Less than high school graduate
S1501_C03_061E,Estimate Male MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings High school graduate (includes equivalency)
S1501_C03_062E,Estimate Male MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings Some college or associate's degree
S1501_C03_063E,Estimate Male MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings Bachelor's degree
S1501_C03_064E,Estimate Male MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings Graduate or professional degree
S1501_C04_001E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years
S1501_C04_002E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years Less than high school graduate
S1501_C04_003E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years High school graduate (includes equivalency)
S1501_C04_004E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years Some college or associate's degree
S1501_C04_005E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years Bachelor's degree or higher
S1501_C04_006E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over
S1501_C04_007E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Less than 9th grade
S1501_C04_008E,"Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over 9th to 12th grade, no diploma"
S1501_C04_009E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over High school graduate (includes equivalency)
S1501_C04_010E,"Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Some college, no degree"
S1501_C04_011E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Associate's degree
S1501_C04_012E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Bachelor's degree
S1501_C04_013E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Graduate or professional degree
S1501_C04_014E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over High school graduate or higher
S1501_C04_015E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Bachelor's degree or higher
S1501_C04_016E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 25 to 34 years
S1501_C04_017E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 25 to 34 years High school graduate or higher
S1501_C04_018E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 25 to 34 years Bachelor's degree or higher
S1501_C04_019E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 35 to 44 years
S1501_C04_020E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 35 to 44 years High school graduate or higher
S1501_C04_021E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 35 to 44 years Bachelor's degree or higher
S1501_C04_022E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 45 to 64 years
S1501_C04_023E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 45 to 64 years High school graduate or higher
S1501_C04_024E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 45 to 64 years Bachelor's degree or higher
S1501_C04_025E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 65 years and over
S1501_C04_026E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 65 years and over High school graduate or higher
S1501_C04_027E,Estimate Percent Male AGE BY EDUCATIONAL ATTAINMENT Population 65 years and over Bachelor's degree or higher
S1501_C04_028E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone
S1501_C04_029E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone High school graduate or higher
S1501_C04_030E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone Bachelor's degree or higher
S1501_C04_031E,"Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone, not Hispanic or Latino"
S1501_C04_032E,"Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone, not Hispanic or Latino High school graduate or higher"
S1501_C04_033E,"Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone, not Hispanic or Latino Bachelor's degree or higher"
S1501_C04_034E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Black alone
S1501_C04_035E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Black alone High school graduate or higher
S1501_C04_036E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Black alone Bachelor's degree or higher
S1501_C04_037E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT American Indian or Alaska Native alone
S1501_C04_038E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT American Indian or Alaska Native alone High school graduate or higher
S1501_C04_039E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT American Indian or Alaska Native alone Bachelor's degree or higher
S1501_C04_040E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Asian alone
S1501_C04_041E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Asian alone High school graduate or higher
S1501_C04_042E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Asian alone Bachelor's degree or higher
S1501_C04_043E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Native Hawaiian and Other Pacific Islander alone
S1501_C04_044E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Native Hawaiian and Other Pacific Islander alone High school graduate or higher
S1501_C04_045E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Native Hawaiian and Other Pacific Islander alone Bachelor's degree or higher
S1501_C04_046E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Some other race alone
S1501_C04_047E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Some other race alone High school graduate or higher
S1501_C04_048E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Some other race alone Bachelor's degree or higher
S1501_C04_049E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Two or more races
S1501_C04_050E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Two or more races High school graduate or higher
S1501_C04_051E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Two or more races Bachelor's degree or higher
S1501_C04_052E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Hispanic or Latino Origin
S1501_C04_053E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Hispanic or Latino Origin High school graduate or higher
S1501_C04_054E,Estimate Percent Male RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Hispanic or Latino Origin Bachelor's degree or higher
S1501_C04_055E,Estimate Percent Male POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL Less than high school graduate
S1501_C04_056E,Estimate Percent Male POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL High school graduate (includes equivalency)
S1501_C04_057E,Estimate Percent Male POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL Some college or associate's degree
S1501_C04_058E,Estimate Percent Male POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL Bachelor's degree or higher
S1501_C04_059E,Estimate Percent Male MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings
S1501_C04_060E,Estimate Percent Male MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings Less than high school graduate
S1501_C04_061E,Estimate Percent Male MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings High school graduate (includes equivalency)
S1501_C04_062E,Estimate Percent Male MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings Some college or associate's degree
S1501_C04_063E,Estimate Percent Male MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings Bachelor's degree
S1501_C04_064E,Estimate Percent Male MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings Graduate or professional degree
S1501_C05_001E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years
S1501_C05_002E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years Less than high school graduate
S1501_C05_003E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years High school graduate (includes equivalency)
S1501_C05_004E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years Some college or associate's degree
S1501_C05_005E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years Bachelor's degree or higher
S1501_C05_006E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over
S1501_C05_007E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Less than 9th grade
S1501_C05_008E,"Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over 9th to 12th grade, no diploma"
S1501_C05_009E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over High school graduate (includes equivalency)
S1501_C05_010E,"Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Some college, no degree"
S1501_C05_011E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Associate's degree
S1501_C05_012E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Bachelor's degree
S1501_C05_013E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Graduate or professional degree
S1501_C05_014E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over High school graduate or higher
S1501_C05_015E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Bachelor's degree or higher
S1501_C05_016E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 25 to 34 years
S1501_C05_017E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 25 to 34 years High school graduate or higher
S1501_C05_018E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 25 to 34 years Bachelor's degree or higher
S1501_C05_019E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 35 to 44 years
S1501_C05_020E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 35 to 44 years High school graduate or higher
S1501_C05_021E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 35 to 44 years Bachelor's degree or higher
S1501_C05_022E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 45 to 64 years
S1501_C05_023E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 45 to 64 years High school graduate or higher
S1501_C05_024E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 45 to 64 years Bachelor's degree or higher
S1501_C05_025E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 65 years and over
S1501_C05_026E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 65 years and over High school graduate or higher
S1501_C05_027E,Estimate Female AGE BY EDUCATIONAL ATTAINMENT Population 65 years and over Bachelor's degree or higher
S1501_C05_028E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone
S1501_C05_029E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone High school graduate or higher
S1501_C05_030E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone Bachelor's degree or higher
S1501_C05_031E,"Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone, not Hispanic or Latino"
S1501_C05_032E,"Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone, not Hispanic or Latino High school graduate or higher"
S1501_C05_033E,"Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone, not Hispanic or Latino Bachelor's degree or higher"
S1501_C05_034E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Black alone
S1501_C05_035E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Black alone High school graduate or higher
S1501_C05_036E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Black alone Bachelor's degree or higher
S1501_C05_037E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT American Indian or Alaska Native alone
S1501_C05_038E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT American Indian or Alaska Native alone High school graduate or higher
S1501_C05_039E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT American Indian or Alaska Native alone Bachelor's degree or higher
S1501_C05_040E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Asian alone
S1501_C05_041E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Asian alone High school graduate or higher
S1501_C05_042E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Asian alone Bachelor's degree or higher
S1501_C05_043E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Native Hawaiian and Other Pacific Islander alone
S1501_C05_044E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Native Hawaiian and Other Pacific Islander alone High school graduate or higher
S1501_C05_045E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Native Hawaiian and Other Pacific Islander alone Bachelor's degree or higher
S1501_C05_046E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Some other race alone
S1501_C05_047E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Some other race alone High school graduate or higher
S1501_C05_048E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Some other race alone Bachelor's degree or higher
S1501_C05_049E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Two or more races
S1501_C05_050E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Two or more races High school graduate or higher
S1501_C05_051E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Two or more races Bachelor's degree or higher
S1501_C05_052E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Hispanic or Latino Origin
S1501_C05_053E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Hispanic or Latino Origin High school graduate or higher
S1501_C05_054E,Estimate Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Hispanic or Latino Origin Bachelor's degree or higher
S1501_C05_055E,Estimate Female POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL Less than high school graduate
S1501_C05_056E,Estimate Female POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL High school graduate (includes equivalency)
S1501_C05_057E,Estimate Female POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL Some college or associate's degree
S1501_C05_058E,Estimate Female POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL Bachelor's degree or higher
S1501_C05_059E,Estimate Female MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings
S1501_C05_060E,Estimate Female MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings Less than high school graduate
S1501_C05_061E,Estimate Female MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings High school graduate (includes equivalency)
S1501_C05_062E,Estimate Female MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings Some college or associate's degree
S1501_C05_063E,Estimate Female MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings Bachelor's degree
S1501_C05_064E,Estimate Female MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings Graduate or professional degree
S1501_C06_001E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years
S1501_C06_002E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years Less than high school graduate
S1501_C06_003E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years High school graduate (includes equivalency)
S1501_C06_004E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years Some college or associate's degree
S1501_C06_005E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 18 to 24 years Bachelor's degree or higher
S1501_C06_006E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over
S1501_C06_007E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Less than 9th grade
S1501_C06_008E,"Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over 9th to 12th grade, no diploma"
S1501_C06_009E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over High school graduate (includes equivalency)
S1501_C06_010E,"Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Some college, no degree"
S1501_C06_011E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Associate's degree
S1501_C06_012E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Bachelor's degree
S1501_C06_013E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Graduate or professional degree
S1501_C06_014E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over High school graduate or higher
S1501_C06_015E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 25 years and over Bachelor's degree or higher
S1501_C06_016E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 25 to 34 years
S1501_C06_017E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 25 to 34 years High school graduate or higher
S1501_C06_018E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 25 to 34 years Bachelor's degree or higher
S1501_C06_019E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 35 to 44 years
S1501_C06_020E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 35 to 44 years High school graduate or higher
S1501_C06_021E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 35 to 44 years Bachelor's degree or higher
S1501_C06_022E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 45 to 64 years
S1501_C06_023E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 45 to 64 years High school graduate or higher
S1501_C06_024E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 45 to 64 years Bachelor's degree or higher
S1501_C06_025E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 65 years and over
S1501_C06_026E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 65 years and over High school graduate or higher
S1501_C06_027E,Estimate Percent Female AGE BY EDUCATIONAL ATTAINMENT Population 65 years and over Bachelor's degree or higher
S1501_C06_028E,Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone
S1501_C06_029E,Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone High school graduate or higher
S1501_C06_030E,Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone Bachelor's degree or higher
S1501_C06_031E,"Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone, not Hispanic or Latino"
S1501_C06_032E,"Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone, not Hispanic or Latino High school graduate or higher"
S1501_C06_033E,"Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT White alone, not Hispanic or Latino Bachelor's degree or higher"
S1501_C06_034E,Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Black alone
S1501_C06_035E,Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Black alone High school graduate or higher
S1501_C06_036E,Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Black alone Bachelor's degree or higher
S1501_C06_037E,Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT American Indian or Alaska Native alone
S1501_C06_038E,Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT American Indian or Alaska Native alone High school graduate or higher
S1501_C06_039E,Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT American Indian or Alaska Native alone Bachelor's degree or higher
S1501_C06_040E,Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Asian alone
S1501_C06_041E,Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Asian alone High school graduate or higher
S1501_C06_042E,Estimate Percent Female RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT Asian alone Bachelor's degree or higher
